id_accident,accident_time,id_date,id_location,id_condition,id_class_accident
522303,2,522303,522303,522303,522303
523103,7,523103,523103,523103,523103
523507,11,523507,523507,523507,523507
523905,15,523905,523905,523905,523905
523906,16,523906,523906,523906,523906
523907,9,523907,523907,523907,523907
523909,3,523909,523909,523909,523909
523910,12,523910,523910,523910,523910
523911,6,523911,523911,523911,523911
524306,3,524306,524306,524306,524306
524704,7,524704,524704,524704,524704
525103,10,525103,525103,525103,525103
529111,16,529111,529111,529111,529111
530304,15,530304,530304,530304,530304
530308,21,530308,530308,530308,530308
530310,17,530310,530310,530310,530310
530311,11,530311,530311,530311,530311
530708,17,530708,530708,530708,530708
533106,20,533106,533106,533106,533106
533903,3,533903,533903,533903,533903
534303,9,534303,534303,534303,534303
535104,9,535104,535104,535104,535104
539103,14,539103,539103,539103,539103
539104,7,539104,539104,539104,539104
539105,9,539105,539105,539105,539105
539106,9,539106,539106,539106,539106
539107,12,539107,539107,539107,539107
539108,16,539108,539108,539108,539108
539504,15,539504,539504,539504,539504
539505,16,539505,539505,539505,539505
539506,17,539506,539506,539506,539506
539507,8,539507,539507,539507,539507
539508,14,539508,539508,539508,539508
539509,15,539509,539509,539509,539509
539510,11,539510,539510,539510,539510
539511,13,539511,539511,539511,539511
548303,18,548303,548303,548303,548303
549103,8,549103,549103,549103,549103
549104,8,549104,549104,549104,549104
549105,4,549105,549105,549105,549105
549106,13,549106,549106,549106,549106
549107,16,549107,549107,549107,549107
549109,5,549109,549109,549109,549109
549110,8,549110,549110,549110,549110
549111,12,549111,549111,549111,549111
549112,11,549112,549112,549112,549112
549505,6,549505,549505,549505,549505
549507,14,549507,549507,549507,549507
549509,13,549509,549509,549509,549509
549510,17,549510,549510,549510,549510
554703,18,554703,554703,554703,554703
556306,3,556306,556306,556306,556306
557503,20,557503,557503,557503,557503
557504,3,557504,557504,557504,557504
557505,18,557505,557505,557505,557505
557506,1,557506,557506,557506,557506
557507,3,557507,557507,557507,557507
557903,8,557903,557903,557903,557903
557904,15,557904,557904,557904,557904
557905,15,557905,557905,557905,557905
557907,18,557907,557907,557907,557907
557909,14,557909,557909,557909,557909
557910,18,557910,557910,557910,557910
557913,11,557913,557913,557913,557913
557916,15,557916,557916,557916,557916
558304,14,558304,558304,558304,558304
558305,15,558305,558305,558305,558305
558308,9,558308,558308,558308,558308
558309,16,558309,558309,558309,558309
558311,3,558311,558311,558311,558311
558313,6,558313,558313,558313,558313
558315,3,558315,558315,558315,558315
565917,23,565917,565917,565917,565917
563904,21,563904,563904,563904,563904
563905,0,563905,563905,563905,563905
565906,7,565906,565906,565906,565906
565907,12,565907,565907,565907,565907
565908,12,565908,565908,565908,565908
565909,20,565909,565909,565909,565909
565910,15,565910,565910,565910,565910
565911,19,565911,565911,565911,565911
565912,3,565912,565912,565912,565912
565913,16,565913,565913,565913,565913
565914,16,565914,565914,565914,565914
565915,19,565915,565915,565915,565915
565916,22,565916,565916,565916,565916
